id,title,context,question,answers,target_word,pos_tag
56d54a582593cc1400307b27,2008_Sichuan_earthquake,General Secretary and President Hu Jintao announced that the disaster response would be rapid. Just ...,"Besides the rough terrain, why was it difficult to get to the area?","{'text': array(['proximity of the quake's epicenter'], dtype=object), 'answer_start': array([559], dtype=int32)}",area,NOUN
56d5324d2593cc1400307ac5,2008_Sichuan_earthquake,Experts point out that the earthquake hit an area that has been largely neglected and untouched by C...,How economically forward has this area been?,"{'text': array(['neglected and untouched'], dtype=object), 'answer_start': array([72], dtype=int32)}",area,NOUN
56cdcbb762d2951400fa683d,2008_Sichuan_earthquake,"Official figures (as of July 21, 2008 12:00 CST) stated that 69,197 were confirmed dead, including 6...",How many people lived in the affected area?,"{'text': array(['15 million'], dtype=object), 'answer_start': array([298], dtype=int32)}",area,NOUN
56d54a582593cc1400307b26,2008_Sichuan_earthquake,General Secretary and President Hu Jintao announced that the disaster response would be rapid. Just ...,How many troops were sent to the area for relief work?,"{'text': array(['50,000'], dtype=object), 'answer_start': array([430], dtype=int32)}",area,NOUN
56d54a582593cc1400307b23,2008_Sichuan_earthquake,General Secretary and President Hu Jintao announced that the disaster response would be rapid. Just ...,How soon after the earthquake was Premier Wen Jiabao on his way to the area?,"{'text': array(['90 minutes after'], dtype=object), 'answer_start': array([100], dtype=int32)}",area,NOUN
56cbd2f96d243a140015ed73,Frédéric_Chopin,"At the age of 21 he settled in Paris. Thereafter, during the last 18 years of his life, he gave only...",In what area had Frédéric's most productive period of composition taken place?,"{'text': array(['Majorca'], dtype=object), 'answer_start': array([626], dtype=int32)}",area,NOUN
56cbd2356d243a140015ed69,Frédéric_Chopin,Frédéric François Chopin (/ˈʃoʊpæn/; French pronunciation: ​[fʁe.de.ʁik fʁɑ̃.swa ʃɔ.pɛ̃]; 22 Februar...,In what area was Frédéric born in?,"{'text': array(['Duchy of Warsaw'], dtype=object), 'answer_start': array([559], dtype=int32)}",area,NOUN
56cde07662d2951400fa6947,2008_Sichuan_earthquake,"Immediately after the earthquake event, mobile and terrestrial telecommunications were cut to the af...",What capabilities were cut to the entire Sichuan area?,"{'text': array(['internet'], dtype=object), 'answer_start': array([138], dtype=int32)}",area,NOUN
56cd92e562d2951400fa672c,The_Legend_of_Zelda:_Twilight_Princess,"Twilight Princess takes place several centuries after Ocarina of Time and Majora's Mask, and begins ...",What does Link have to gather in order to complete each area?,"{'text': array(['Tears of Light'], dtype=object), 'answer_start': array([940], dtype=int32)}",area,NOUN
56d51ea52593cc1400307a8c,2008_Sichuan_earthquake,"Immediately after the earthquake event, mobile and terrestrial telecommunications were cut to the af...",What internet services were decreased in the area?,"{'text': array(['news and media websites'], dtype=object), 'answer_start': array([390], dtype=int32)}",area,NOUN
56cda5a862d2951400fa67b8,The_Legend_of_Zelda:_Twilight_Princess,"Special bundles of the game contain a Wolf Link Amiibo figurine, which unlocks a Wii U-exclusive dun...",What is the name of the area that players with the Wolf Link Amiibo can access?,"{'text': array(['Cave of Shadows'], dtype=object), 'answer_start': array([117], dtype=int32)}",area,NOUN
56cda92362d2951400fa67dc,The_Legend_of_Zelda:_Twilight_Princess,"In the PAL region, which covers most of Africa, Asia, Europe, and Oceania, Twilight Princess is the ...","What is the name of the area which includes most countries not located in North, Central or South America?","{'text': array(['PAL'], dtype=object), 'answer_start': array([7], dtype=int32)}",area,NOUN
56d519a82593cc1400307a6d,2008_Sichuan_earthquake,Reporters in Chengdu said they saw cracks on walls of some residential buildings in the downtown are...,What part of the Olympic area was not damaged?,"{'text': array(['venues'], dtype=object), 'answer_start': array([292], dtype=int32)}",area,NOUN
56d677f31c85041400947144,2008_Sichuan_earthquake,An article in Science suggested that the construction and filling of the Zipingpu Dam may have trigg...,What was the affect of the dam on the stresses in that area?,"{'text': array(['25 times more'], dtype=object), 'answer_start': array([444], dtype=int32)}",area,NOUN
56d12ceb17492d1400aabb5f,The_Legend_of_Zelda:_Twilight_Princess,"In 2003, Nintendo announced that a new The Legend of Zelda game was in the works for the GameCube by...",What was the specific area of gameplay that had not been done in Ocarina of Time?,"{'text': array(['horseback combat'], dtype=object), 'answer_start': array([1059], dtype=int32)}",area,NOUN
56d677f31c85041400947145,2008_Sichuan_earthquake,An article in Science suggested that the construction and filling of the Zipingpu Dam may have trigg...,Who disregarded warnings about dams in the area?,"{'text': array(['The government'], dtype=object), 'answer_start': array([521], dtype=int32)}",area,NOUN
56cebf6aaab44d1400b889a1,2008_Sichuan_earthquake,General Secretary and President Hu Jintao announced that the disaster response would be rapid. Just ...,Who flew to the earthquake area 90 minutes after it hit?,"{'text': array(['Premier Wen Jiabao'], dtype=object), 'answer_start': array([133], dtype=int32)}",area,NOUN
56cdcebe62d2951400fa6866,2008_Sichuan_earthquake,"In a United States Geological Survey (USGS) study, preliminary rupture models of the earthquake indi...",Who warned of possible seismic activity in the area beforehand?,"{'text': array(['Tom Parsons'], dtype=object), 'answer_start': array([426], dtype=int32)}",area,NOUN
56bec5d53aeaaa14008c93d9,Beyoncé,"In September 2010, Beyoncé made her runway modelling debut at Tom Ford's Spring/Summer 2011 fashion ...","in September 2010, what career area did Beyonce start exploring?","{'text': array(['modelling'], dtype=object), 'answer_start': array([43], dtype=int32)}",area,NOUN
56d976addc89441400fdb4c2,2008_Summer_Olympics_torch_relay, Macao: The event was held in Macau on May 3. It was the first time that the Olympic torch had trave...,A newspaper article criticized that there were not enough of what kind of person among the torchbearers?,"{'text': array(['athletes'], dtype=object), 'answer_start': array([906], dtype=int32)}",article,NOUN
56ce2b2daab44d1400b884f4,Sino-Tibetan_relations_during_the_Ming_dynasty,"China Daily, a CCP-controlled news organization since 1981, states in a 2008 article that although t...",According to article Tibet has remained under what jurisdiction?,"{'text': array(['the central government of China'], dtype=object), 'answer_start': array([266], dtype=int32)}",article,NOUN
56f8a91b9e9bad19000a027f,List_of_numbered_streets_in_Manhattan,"This article covers numbered east-west streets in Manhattan, New York City. Major streets have their...",Does this article cover east-west or north-south streets?,"{'text': array(['east-west'], dtype=object), 'answer_start': array([29], dtype=int32)}",article,NOUN
56f8a91b9e9bad19000a027e,List_of_numbered_streets_in_Manhattan,"This article covers numbered east-west streets in Manhattan, New York City. Major streets have their...","In this article, how many degrees north of true west is ""West?""","{'text': array(['29'], dtype=object), 'answer_start': array([319], dtype=int32)}",article,NOUN
56d987b2dc89441400fdb4f4,2008_Summer_Olympics_torch_relay,"On April 19, the BBC reported that 1,300 people had gathered outside BBC buildings in Manchester and...",What article did BBC put out about China just days earlier?,"{'text': array(['The challenges of reporting in China'], dtype=object), 'answer_start': array([236], dtype=int32)}",article,NOUN
56eaa11d0030b61400a34ff7,Political_corruption,"Trading in influence, or influence peddling, refers a person selling his/her influence over the deci...",What article of the Criminal Law Convention on Corruption contains distinctive criteria to determine improper influence?,"{'text': array(['article 12'], dtype=object), 'answer_start': array([1107], dtype=int32)}",article,NOUN
56dece3bc65bf219000b3d3f,Arnold_Schwarzenegger,"In October 2013, the New York Post reported that Schwarzenegger was exploring a future run for presi...","What article, section, and clause of the Constitution requires U.S. presidents to be natural-born citizens?","{'text': array(['Article II, Section I, Clause V'], dtype=object), 'answer_start': array([173], dtype=int32)}",article,NOUN
56de2fe04396321400ee265d,Separation_of_powers_under_the_United_States_Constitution,Congress often writes legislation to restrain executive officials to the performance of their duties...,What court case affirmed the mandates of the first and seventh sections of Article I of the Constitution?,"{'text': array(['INS v. Chadha'], dtype=object), 'answer_start': array([146], dtype=int32)}",article,NOUN
56e1b264e3433e14004230a7,Catalan_language,"In Alghero, the IEC has adapted its standard to the Alguerese dialect. In this standard one can find...",What definite article is found rather than el?,"{'text': array(['lo'], dtype=object), 'answer_start': array([145], dtype=int32)}",article,NOUN
56dfb42e7aa994140058dffb,Alexander_Graham_Bell,The March 1906 Scientific American article by American pioneer William E. Meacham explained the basi...,What did Bell start drawing after reading the article?,"{'text': array(['hydrofoil boat'], dtype=object), 'answer_start': array([324], dtype=int32)}",article,NOUN
56f705ac711bf01900a448ee,Treaty,"After the preamble comes numbered articles, which contain the substance of the parties' actual agree...",What does each article heading usually encompass?,"{'text': array(['a paragraph'], dtype=object), 'answer_start': array([147], dtype=int32)}",article,NOUN
56de2af0cffd8e1900b4b5fe,Symbiosis,Adaptation of the endosymbiont to the host's lifestyle leads to many changes in the endosymbiont–the...,What does the article say could be the reason for the buildup of harmful mutations?,"{'text': array(['lack of selection mechanisms'], dtype=object), 'answer_start': array([1420], dtype=int32)}",article,NOUN
56e1e04dcd28a01900c67bdd,Catalan_language,"Central Catalan has abandoned almost completely unstressed possessives (mon, etc.) in favour of cons...",What is an example of an article +stressed forms?,"{'text': array(['el meu'], dtype=object), 'answer_start': array([139], dtype=int32)}",article,NOUN
56e7117637bdd419002c3d18,Royal_Institute_of_British_Architects,In the nineteenth and twentieth centuries the RIBA and its members had a leading part in the promoti...,What major compendium did Budden help write an article for?,"{'text': array(['Encyclopædia Britannica'], dtype=object), 'answer_start': array([567], dtype=int32)}",article,NOUN
56d677f31c85041400947143,2008_Sichuan_earthquake,An article in Science suggested that the construction and filling of the Zipingpu Dam may have trigg...,What structure did an article contemplate could have caused the quake?,"{'text': array(['Zipingpu Dam'], dtype=object), 'answer_start': array([73], dtype=int32)}",article,NOUN
56cee1e4aab44d1400b88be1,2008_Sichuan_earthquake,"In January 2010, Hong Kong-based English newspaper The Standard reported that writer Tan Zuoren atte...",When was the article published about the case?,"{'text': array(['January 2010'], dtype=object), 'answer_start': array([3], dtype=int32)}",article,NOUN
56e6d7086fe0821900b8ebbf,Adult_contemporary_music,A notable pattern that developed during the 2000s and 2010s has been for certain pop songs to have l...,Where was Corey Moss' article published?,"{'text': array(['MTV's website'], dtype=object), 'answer_start': array([494], dtype=int32)}",article,NOUN
56d64d231c85041400947089,2008_Sichuan_earthquake,In the China Digital Times an article reports a close analysis by an alleged Chinese construction en...,Where was an article reported about the scandal?,"{'text': array(['China Digital Times'], dtype=object), 'answer_start': array([7], dtype=int32)}",article,NOUN
56f7451fa6d7ea1400e17126,Treaty,Treaties are not necessarily permanently binding upon the signatory parties. As obligations in inter...,Which article of the Vienna Convention on the Law of Treaties provides that there is a presumption that treaties cannot be unilaterally denounced?,"{'text': array(['Article 56'], dtype=object), 'answer_start': array([498], dtype=int32)}",article,NOUN
56ce2b2daab44d1400b884f3,Sino-Tibetan_relations_during_the_Ming_dynasty,"China Daily, a CCP-controlled news organization since 1981, states in a 2008 article that although t...",Who does the article claim had two itinerant high commands over Tibet?,"{'text': array(['the Ming'], dtype=object), 'answer_start': array([320], dtype=int32)}",article,NOUN
5725600a69ff041400e58c4b,Queen_Victoria,"Napoleon III, since the Crimean War Britain's closest ally, visited London in April 1855, and from 1...",How many guests attented a ball at the Palace of Versaille with Napoleon III and the royal couple in attendence?,"{'text': array(['1,200'], dtype=object), 'answer_start': array([467], dtype=int32)}",ball,NOUN
572407900ba9f01400d97b31,Queen_Victoria,"Napoleon III, since the Crimean War Britain's closest ally, visited London in April 1855, and from 1...",Victoria and Albert were the guests of honor at a large ball that took place where?,"{'text': array(['the Palace of Versailles'], dtype=object), 'answer_start': array([487], dtype=int32)}",ball,NOUN
572e8567cb0c0d14000f1238,Canadian_football,"At the beginning of a match, an official tosses a coin and allows the captain of the visiting team c...",What can the team that wins the coin toss choose besides whether they wish to kick off or receive the ball?,"{'text': array(['which direction of the field to play in'], dtype=object), 'answer_start': array([383], dtype=int32)}",ball,NOUN
572e893d03f9891900756752,Canadian_football,Each play constitutes a down. The offence must advance the ball at least ten yards towards the oppon...,What does a team do when they have not advance the ball enough to score or likely gain a new set of downs?,"{'text': array(['punt'], dtype=object), 'answer_start': array([522], dtype=int32)}",ball,NOUN
572e885c03f989190075673f,Canadian_football,On the field at the beginning of a play are two teams of 12 (unlike 11 in American football). The te...,What is the initial backward movement of the ball in a play called?,"{'text': array(['the snap'], dtype=object), 'answer_start': array([250], dtype=int32)}",ball,NOUN
572e8686c246551400ce42c2,Canadian_football,"Play stops when the ball carrier's knee, elbow, or any other body part aside from the feet and hands...","What is the term for play stopped because the ball carrier, although not fully tackled, can no longer advance the ball?","{'text': array(['forward progress'], dtype=object), 'answer_start': array([454], dtype=int32)}",ball,NOUN
572e87afdfa6aa1500f8d0c4,Canadian_football,"Before scrimmage, an official places the ball at the spot it was at the stop of clock, but no nearer...",What is the term for the line across the field where the ball is positioned before a play?,"{'text': array(['line of scrimmage'], dtype=object), 'answer_start': array([305], dtype=int32)}",ball,NOUN
572e885c03f989190075673e,Canadian_football,On the field at the beginning of a play are two teams of 12 (unlike 11 in American football). The te...,What is the term for the team who begins a play with control of the ball?,"{'text': array(['offence'], dtype=object), 'answer_start': array([136], dtype=int32)}",ball,NOUN
572e87afdfa6aa1500f8d0c3,Canadian_football,"Before scrimmage, an official places the ball at the spot it was at the stop of clock, but no nearer...",What minimum distance from the sideline does the official place the ball before play starts?,"{'text': array(['24 yards'], dtype=object), 'answer_start': array([106], dtype=int32)}",ball,NOUN
56dfdc887aa994140058e1d1,Pub,By the end of the 18th century a new room in the pub was established: the saloon.[citation needed] B...,What street in Islington was named for a pub run by Mr Ball?,"{'text': array(['Balls Pond Road'], dtype=object), 'answer_start': array([209], dtype=int32)}",ball,PROPN
572684db5951b619008f7552,Chicago_Cubs,"On May 11, 2000, Glenallen Hill, facing Brewers starter Steve Woodard, became the first, and thus fa...",When did the first and only player to hit a pitched ball onto the roof of a five-story building across Waveland Ave?,"{'text': array(['May 11, 2000'], dtype=object), 'answer_start': array([3], dtype=int32)}",ball,NOUN
572694f3dd62a815002e8a4a,Chicago_Cubs,An album entitled Take Me Out to a Cubs Game was released in 2008. It is a collection of 17 songs an...,"When was Harry Caray's final performance of ""Take Me Out to the Ball Game""?","{'text': array(['September 21, 1997'], dtype=object), 'answer_start': array([219], dtype=int32)}",ball,PROPN
572e8ce903f9891900756775,Canadian_football,"Penalties never result in a score for the offence. For example, a point-of-foul infraction committed...",Where is the ball placed when a defensive penalty is committed in their own end zone?,"{'text': array(['one-yard line'], dtype=object), 'answer_start': array([197], dtype=int32)}",ball,NOUN
5726768af1498d1400e8e081,Queen_Victoria,"Napoleon III, since the Crimean War Britain's closest ally, visited London in April 1855, and from 1...",Where were Victoria and Albert honored guests at ball thrown by Napoleon III?,"{'text': array(['Palace of Versailles'], dtype=object), 'answer_start': array([491], dtype=int32)}",ball,NOUN
572e8686c246551400ce42c4,Canadian_football,"Play stops when the ball carrier's knee, elbow, or any other body part aside from the feet and hands...",Which parts of the ball carrier's body do not cause play to stop when they touch the ground?,"{'text': array(['feet and hands'], dtype=object), 'answer_start': array([86], dtype=int32)}",ball,NOUN
56be96653aeaaa14008c9118,Beyoncé,"Beyoncé further expanded her acting career, starring as blues singer Etta James in the 2008 musical ...",Which song did Beyonce sing at the first couple's inaugural ball? ,"{'text': array(['At Last'], dtype=object), 'answer_start': array([582], dtype=int32)}",ball,NOUN
572684db5951b619008f7553,Chicago_Cubs,"On May 11, 2000, Glenallen Hill, facing Brewers starter Steve Woodard, became the first, and thus fa...",Who barely missed the scoreboard when he launched a home run ball onto Sheffield Avenue?,"{'text': array(['Bill Nicholson'], dtype=object), 'answer_start': array([519], dtype=int32)}",ball,NOUN
572672e5dd62a815002e8534,Chicago_Cubs,"After losing an extra-inning game in Game 1, the Cubs rallied and took a 3 games to 1 lead over the ...",Who hit the foul ball that several spectators attempted to catch?,"{'text': array(['Luis Castillo'], dtype=object), 'answer_start': array([403], dtype=int32)}",ball,NOUN
572684db5951b619008f7551,Chicago_Cubs,"On May 11, 2000, Glenallen Hill, facing Brewers starter Steve Woodard, became the first, and thus fa...",Who was the first and only player to hit a pitched ball onto the roof of a five-story building across Waveland Ave?,"{'text': array(['Glenallen Hill'], dtype=object), 'answer_start': array([17], dtype=int32)}",ball,NOUN
572e8a57cb0c0d14000f1277,Canadian_football,"There are many rules to contact in this type of football. First, the only player on the field who ma...",Within what distance from the line of scrimmage can offensive players who do not have the ball be legally contacted by defensive players?,"{'text': array(['one yard'], dtype=object), 'answer_start': array([381], dtype=int32)}",ball,NOUN
56ea95025a205f1900d6d366,Political_corruption,Economists argue that one of the factors behind the differing economic development in Africa and Asi...,African dictators often have what kind of bank accounts?,"{'text': array(['Swiss'], dtype=object), 'answer_start': array([341], dtype=int32)}",bank,NOUN
5725c3d389a1e219009abe1c,Israel,"In 2009[update], over 300,000 Israeli citizens lived in West Bank settlements such as Ma'ale Adumim ...",How many Israeli citizens lived in West Bank settlements?,"{'text': array(['over 300,000'], dtype=object), 'answer_start': array([17], dtype=int32)}",bank,PROPN
56eaadd55a205f1900d6d3ee,Political_corruption,"The World Bank collects a range of data on corruption, including survey responses from over 100,000 ...",How many firms throughout the world have been surveyed by the World Bank in regards to its corruption study?,"{'text': array(['over 100,000'], dtype=object), 'answer_start': array([87], dtype=int32)}",bank,PROPN
5706b6aa2eaba6190074ac63,New_Delhi,The city is home to numerous international organisations. The Asian and Pacific Centre for Transfer ...,The regional office of the World Bank in India is located in what city?,"{'text': array(['New Delhi'], dtype=object), 'answer_start': array([194], dtype=int32)}",bank,PROPN
56dcf91c9a695914005b94ad,Republic_of_the_Congo,"Internationally, Sassou's regime has been hit by corruption revelations despite attempts to censor t...",What country found bank accounts and real estate owned by the Sassou regime?,"{'text': array(['France'], dtype=object), 'answer_start': array([194], dtype=int32)}",bank,NOUN
56f89289a6d7ea1400e1776c,Southampton,"The River Test runs along the western border of the city, separating it from the New Forest. There a...",What forest is on the opposite bank of the River Test from Southampton?,"{'text': array(['New Forest'], dtype=object), 'answer_start': array([81], dtype=int32)}",bank,NOUN
570a89ad6d058f1900182f75,Everton_F.C.,Everton F.C. is a limited company with the board of directors holding a majority of the shares. The ...,What is the Everton FC's overdraft with Barclays Bank secured against?,"{'text': array(['Basic Award Fund'], dtype=object), 'answer_start': array([330], dtype=int32)}",bank,PROPN
56e16a12cd28a01900c678b9,Boston,"The city has several federal facilities, including the John F. Kennedy Federal Office Building, the ...",What is the name of the famous bank located in Boston?,"{'text': array(['Federal Reserve Bank of Boston'], dtype=object), 'answer_start': array([270], dtype=int32)}",bank,NOUN
5706336875f01819005e7a86,MP3,"Due to the tree structure of the filter bank, pre-echo problems are made worse, as the combined impu...",What kind of structure does a filter bank have?,"{'text': array(['tree'], dtype=object), 'answer_start': array([11], dtype=int32)}",bank,NOUN
570a12fd6d058f1900182c9d,Hanover,Another point of interest is the Old Town. In the centre are the large Marktkirche (Church St. Georg...,What world famous landmark is located on the bank of the Leine?,"{'text': array(['Nanas of Niki de Saint-Phalle'], dtype=object), 'answer_start': array([718], dtype=int32)}",bank,NOUN
56e12f74e3433e1400422ca2,Boston,"Boston is an intellectual, technological, and political center but has lost some important regional ...",What year did Bank of America buy FleetBoston Fonancial?,"{'text': array(['2004'], dtype=object), 'answer_start': array([344], dtype=int32)}",bank,PROPN
56e079637aa994140058e53b,Saint_Helena,"Today Saint Helena has its own currency, the Saint Helena pound, which is at parity with the pound s...",What year was the Bank of Saint Helena established?,"{'text': array(['2004'], dtype=object), 'answer_start': array([261], dtype=int32)}",bank,PROPN
56df5fc18bc80c19004e4b4e,Oklahoma_City,"In 2008, Forbes magazine named Oklahoma City the most ""recession proof city in America"". The magazin...",When did Penn Square Bank go bankrupt?,"{'text': array(['1982'], dtype=object), 'answer_start': array([399], dtype=int32)}",bank,PROPN
5725c843ec44d21400f3d55d,Israel,"The West Bank was annexed by Jordan in 1950, following the Arab rejection of the UN decision to crea...",When was the West Bank annexed by Jordan?,"{'text': array(['1950'], dtype=object), 'answer_start': array([39], dtype=int32)}",bank,PROPN
570624f252bb8914006898f8,MP3,"A working group consisting of Leon van de Kerkhof (The Netherlands), Gerhard Stoll (Germany), Leonar...",Where was the filter bank taken from?,"{'text': array(['Layer 2'], dtype=object), 'answer_start': array([271], dtype=int32)}",bank,NOUN
5709de964103511400d5948d,United_States_dollar,"The U.S. Constitution provides that Congress shall have the power to ""borrow money on the credit of ...","Where, other than any Federal Reserve bank, can notes be redeemed?","{'text': array(['Washington, District of Columbia'], dtype=object), 'answer_start': array([387], dtype=int32)}",bank,NOUN
56f8d86f9b226e1400dd10d4,Near_East,"The Encyclopædia Britannica defines the Near East as including Armenia, Azerbaijan, Bahrain, Cyprus,...","Who defines the Near East as including Armenia, Azerbaijan, Bahrain, Cyprus, Egypt. Georgia, Iran, Iraq, Isreal, Jordan, Kuwait, Lebanon, Libya, Oman, Palestine, Qatar, Saudi Arabia, Sudan, Syria, Turkey, the United Arab Emirates, the West Bank, and Yemen?","{'text': array(['The Encyclopædia Britannica'], dtype=object), 'answer_start': array([0], dtype=int32)}",bank,PROPN
57095fd8200fba1400367ef8,Himachal_Pradesh,Himachal is extremely rich in hydro electric resources. The state has about 25% of the national pote...,Who is the first state in India to have every family have a bank account?,"{'text': array(['Himachal'], dtype=object), 'answer_start': array([0], dtype=int32)}",bank,NOUN
5725bc2838643c19005acc19,Israel,"Meanwhile, Begin's government provided incentives for Israelis to settle in the occupied West Bank, ...",Who provided incentives for Israelis to settle in the occupied West Bank?,"{'text': array(['Begin's government'], dtype=object), 'answer_start': array([11], dtype=int32)}",bank,PROPN
5709bb3ded30961900e8445c,United_States_dollar,There is ongoing debate about whether central banks should target zero inflation (which would mean a...,"With a zero inflation rate, what would the central bank be unable to do other than control interest rates?","{'text': array(['stimulate the economy'], dtype=object), 'answer_start': array([498], dtype=int32)}",bank,NOUN
56dfe9737aa994140058e267,Pub,"Traditional games are played in pubs, ranging from the well-known darts, skittles, dominoes, cards a...","Along with darts, skittles, dominoes and bar billiards, what is a well-known pub game?","{'text': array(['cards'], dtype=object), 'answer_start': array([93], dtype=int32)}",bar,NOUN
56dfdfae231d4119001abe4c,Pub,"Isambard Kingdom Brunel, the British engineer and railway builder, introduced the idea of a circular...",At what establishment was the circular bar introduced?,"{'text': array(['Swindon station pub'], dtype=object), 'answer_start': array([114], dtype=int32)}",bar,NOUN
